observationStartMJD,band,m5,t_days,fiesta_filter,mag_true,snr_exp,mag_err,snr_obs,detected,mag_obs,mag_ulim
64475.97484056968,z,23.09776911396816,0.6664493079588283,lsstz,22.81785580119766,6.459767314262819,0.1564508884542341,7.4293783096903985,True,22.666016804038136,
64475.97524424058,z,23.09407171355719,0.6668529788585147,lsstz,22.817994821387366,6.437182768518066,0.15696082305120077,3.443264869905709,False,,23.09407171355719
64475.97726686589,r,24.0618765973888,0.6688756041694432,lsstr,23.251627174871675,10.451735341087783,0.09933316539978687,11.079807765301984,True,23.18826762122051,
64475.977669463,r,24.05978604959999,0.669278201276029,lsstr,23.252514826165978,10.423762941999923,0.09958723801336622,8.250639320748492,True,23.506357135782654,
64475.97808739709,r,23.95858888513306,0.6696961353663937,lsstr,23.253435727962124,9.508560977529063,0.10868620268221964,8.858027891894855,True,23.330380109169138,
64476.00176352177,i,23.71046471774784,0.6933722600442707,lssti,22.98643765184327,9.676983326684239,0.10688843779655731,9.103189132921173,True,23.052803718839122,
64477.97440286128,z,23.240169338172684,2.666011599554622,lsstz,26.886977674476874,0.17496711089474037,2.0676868260230954,0.5065892457327699,False,,23.240169338172684
64477.97480774403,z,23.251400567815345,2.666416482308705,lsstz,26.887756759103866,0.17667075819582423,2.0587393811989547,-0.9246223110952729,False,,23.251400567815345
64477.9768333635,r,24.226007726705078,2.668442101778055,lsstr,,,,,False,,24.226007726705078
64477.97723911239,r,24.225526035328645,2.668847850669408,lsstr,,,,,False,,24.225526035328645
64477.97926481029,y,22.02534040709643,2.6708735485663055,lssty,26.294995531750807,0.09847174843462647,2.618703846574256,0.7109030496613761,False,,22.02534040709643
64477.97966746246,y,22.022197089918794,2.6712762007373385,lssty,26.295752071227692,0.098117271308112,2.622268876667432,-0.9166736078619107,False,,22.022197089918794
64478.97471198535,g,24.30386319161757,3.6663207236269955,lsstg,,,,,False,,24.30386319161757
64478.975114825735,g,24.29963478990148,3.6667235640125,lsstg,,,,,False,,24.29963478990148
64478.97713790113,i,23.551649918827632,3.6687466394068906,lssti,,,,,False,,23.551649918827632
64478.97754024268,i,23.54723768301596,3.669148980960017,lssti,,,,,False,,23.54723768301596
64478.9795645089,u,23.36936511515485,3.6711732471812866,lsstu,,,,,False,,23.36936511515485
64478.98005735946,u,23.36231271988344,3.6716660977399442,lsstu,,,,,False,,23.36231271988344
64478.98055265217,u,23.35886074124933,3.6721613904446713,lsstu,,,,,False,,23.35886074124933
64482.97213026094,u,23.787004228298077,7.663738999217458,lsstu,,,,,False,,23.787004228298077
64482.97261718223,u,23.77748209894798,7.664225920510944,lsstu,,,,,False,,23.77748209894798
64482.973111406856,u,23.779469283884517,7.664720145134197,lsstu,,,,,False,,23.779469283884517
64482.97360762128,u,23.777402447257725,7.665216359557235,lsstu,,,,,False,,23.777402447257725
64482.97410096521,u,23.777882616486075,7.665709703491302,lsstu,,,,,False,,23.777882616486075
64482.97459826523,u,23.77882928218334,7.666207003509044,lsstu,,,,,False,,23.77882928218334
64482.975094278816,u,23.78176631627614,7.666703017093823,lsstu,,,,,False,,23.78176631627614
64482.97721188029,g,24.815106008504756,7.668820618564496,lsstg,,,,,False,,24.815106008504756
64482.97761494103,g,24.77531152536402,7.669223679309653,lsstg,,,,,False,,24.77531152536402
64482.97963924147,i,23.98585485867848,7.671247979749751,lssti,,,,,False,,23.98585485867848
64482.98004269409,i,23.980935233808232,7.671651432370709,lssti,,,,,False,,23.980935233808232
64501.977698537135,y,21.546477437534783,26.669307275413303,lssty,,,,,False,,21.546477437534783
64501.97810132006,y,21.528658098090844,26.66971005834057,lssty,,,,,False,,21.528658098090844
64501.97850404897,y,21.451646687066035,26.670112787251128,lssty,,,,,False,,21.451646687066035
64501.97890562248,y,21.446945881825947,26.670514360761445,lssty,,,,,False,,21.446945881825947
64502.97783666368,y,21.56270903710723,27.66944540195982,lssty,,,,,False,,21.56270903710723
64502.978237216834,y,21.54124099172067,27.66984595511167,lssty,,,,,False,,21.54124099172067
64524.95701200992,r,21.68058189940181,49.64862074820121,lsstr,,,,,False,,21.68058189940181
64524.96024408003,r,21.73299737248385,49.651852818307816,lsstr,,,,,False,,21.73299737248385
64524.963475033226,r,21.86426951612164,49.655083771503996,lsstr,,,,,False,,21.86426951612164
64524.96495183704,r,21.925149077495004,49.65656057532033,lsstr,,,,,False,,21.925149077495004
64524.96814598384,r,21.77352967839753,49.65975472211721,lsstr,,,,,False,,21.77352967839753
64524.97134032314,r,21.794105865487605,49.662949061421386,lsstr,,,,,False,,21.794105865487605
64524.97453483609,r,21.68758109488529,49.66614357436629,lsstr,,,,,False,,21.68758109488529
