observationStartMJD,band,m5,t_days,fiesta_filter,mag_true,snr_exp,mag_err,snr_obs,detected,mag_obs,mag_ulim
64482.97213026094,u,23.787004228298077,2.1644240707246354,lsstu,,,,,False,,23.787004228298077
64482.97261718223,u,23.77748209894798,2.1649109920181218,lsstu,,,,,False,,23.77748209894798
64482.973111406856,u,23.779469283884517,2.165405216641375,lsstu,,,,,False,,23.779469283884517
64482.97360762128,u,23.777402447257725,2.1659014310644125,lsstu,,,,,False,,23.777402447257725
64482.97410096521,u,23.777882616486075,2.16639477499848,lsstu,,,,,False,,23.777882616486075
64482.97459826523,u,23.77882928218334,2.1668920750162215,lsstu,,,,,False,,23.77882928218334
64482.975094278816,u,23.78176631627614,2.167388088601001,lsstu,,,,,False,,23.78176631627614
64482.97721188029,g,24.815106008504756,2.1695056900716736,lsstg,,,,,False,,24.815106008504756
64482.97761494103,g,24.77531152536402,2.1699087508168304,lsstg,,,,,False,,24.77531152536402
64482.97963924147,i,23.98585485867848,2.1719330512569286,lssti,,,,,False,,23.98585485867848
64482.98004269409,i,23.980935233808232,2.1723365038778866,lssti,,,,,False,,23.980935233808232
64501.977698537135,y,21.546477437534783,21.16999234692048,lssty,,,,,False,,21.546477437534783
64501.97810132006,y,21.528658098090844,21.170395129847748,lssty,,,,,False,,21.528658098090844
64501.97850404897,y,21.451646687066035,21.170797858758306,lssty,,,,,False,,21.451646687066035
64501.97890562248,y,21.446945881825947,21.171199432268622,lssty,,,,,False,,21.446945881825947
64502.97783666368,y,21.56270903710723,22.170130473466998,lssty,,,,,False,,21.56270903710723
64502.978237216834,y,21.54124099172067,22.170531026618846,lssty,,,,,False,,21.54124099172067
64524.95701200992,r,21.68058189940181,44.14930581970839,lsstr,,,,,False,,21.68058189940181
64524.96024408003,r,21.73299737248385,44.152537889814994,lsstr,,,,,False,,21.73299737248385
64524.963475033226,r,21.86426951612164,44.155768843011174,lsstr,,,,,False,,21.86426951612164
64524.96495183704,r,21.925149077495004,44.157245646827505,lsstr,,,,,False,,21.925149077495004
64524.96814598384,r,21.77352967839753,44.16043979362439,lsstr,,,,,False,,21.77352967839753
64524.97134032314,r,21.794105865487605,44.163634132928564,lsstr,,,,,False,,21.794105865487605
64524.97453483609,r,21.68758109488529,44.166828645873466,lsstr,,,,,False,,21.68758109488529
