event_id,summary_t0_mjd,summary_log10_mej_dyn,summary_v_ej_dyn,summary_Ye_dyn,summary_log10_mej_wind,summary_v_ej_wind,summary_Ye_wind,first_det_t,log10_mej_tot,log10_vej,t0
90,64475.30839126172,-2.237339973449707,0.2692824900150299,0.2898078262805938,-2.016223192214966,0.0779009237885475,0.3739181160926819,0.6664493079588283,-2.237339973449707,-0.5697918854933719,-0.6664493079588283
495,64622.89653678685,-2.723517417907715,0.2801505923271179,0.3434385657310486,-3.423658609390259,0.0970469638705253,0.2223682850599289,0.2762253258333658,-2.723517417907715,-0.5526084549593011,-0.2762253258333658
637,64480.807706190215,-2.34433650970459,0.276235818862915,0.2875896394252777,-2.536099672317505,0.117166094481945,0.3004216849803924,,-2.34433650970459,-0.5587200081400185,
