time,band,mag,mag_err,phase
64475.97726686589,r,23.18826762122051,0.0993331653997868,0.0
64475.977669463,r,23.50635713578265,0.0995872380133662,0.00040259710658574477
64475.97808739709,r,23.330380109169138,0.1086862026822196,0.0008205311969504692
